rep_name,district_pretty,state,geoid20,party,office,phone,all_committees,appropriations,agriculture,oversight_and_accountability,armed_services,natural_resources,foreign_affairs,homeland_security,education_and_the_workforce,energy_and_commerce,ways_and_means,financial_services,transportation_and_infrastructure,small_business,judiciary,budget,select_subcommittee_on_the_weaponization_of_the_fed_govt,joint_committee_on_taxation,house_administration,Intelligence,select_subcommittee_on_the_coronavirus_pandemic,science_space_and_technology,veterans_affairs,select_sub_us_china,ethics,Rules,joint_library
Barry Loudermilk,Georgia 11th,Georgia ,1311,R,2133 RHOB,(202) 225-2931,financial_services|house_administration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lucy McBath,Georgia 7th,Georgia ,1307,D,2246 RHOB,(202) 225-4501,education_and_the_workforce|judiciary,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Richard McCormick,Georgia 6th,Georgia ,1306,R,1213 LHOB,(202) 225-4272,armed_services|foreign_affairs|science_space_and_technology|select_subcommittee_on_the_coronavirus_pandemic,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Austin Scott,Georgia 8th,Georgia ,1308,R,2185 RHOB,(202) 225-6531,agriculture|armed_services|Intelligence,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
David Scott,Georgia 13th,Georgia ,1313,D,468 CHOB,(202) 225-2939,agriculture|financial_services,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikema Williams,Georgia 5th,Georgia ,1305,D,1406 LHOB,(202) 225-3801,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Case,Hawaii 1st,Hawaii ,1501,D,2210 RHOB,(202) 225-2726,appropriations|natural_resources,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jill Tokuda,Hawaii 2nd,Hawaii ,1502,D,1005 LHOB,(202) 225-4906,agriculture|armed_services|select_subcommittee_on_the_coronavirus_pandemic,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Russ Fulcher,Idaho 1st,Idaho ,1601,R,1514 LHOB,(202) 225-6611,energy_and_commerce|natural_resources,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Simpson,Idaho 2nd,Idaho ,1602,R,2084 RHOB,(202) 225-5531,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Bost,Illinois 12th,Illinois ,1712,R,352 CHOB,(202) 225-5661,agriculture|transportation_and_infrastructure|veterans_affairs,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nikki Budzinski,Illinois 13th,Illinois ,1713,D,1009 LHOB,(202) 225-2371,agriculture|veterans_affairs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sean Casten,Illinois 6th,Illinois ,1706,D,2440 RHOB,(202) 225-4561,financial_services|science_space_and_technology,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Danny Davis,Illinois 7th,Illinois ,1707,D,2159 RHOB,(202) 225-5006,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Foster,Illinois 11th,Illinois ,1711,D,2366 RHOB,(202) 225-3515,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Garcia,Illinois 4th,Illinois ,1704,D,1519 LHOB,(202) 225-8203,transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Jackson,Illinois 1st,Illinois ,1701,D,1641 LHOB,(202) 225-4372,agriculture|foreign_affairs,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Kelly,Illinois 2nd,Illinois ,1702,D,2329 RHOB,(202) 225-0773,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raja Krishnamoorthi,Illinois 8th,Illinois ,1708,D,2367 RHOB,(202) 225-3711,oversight_and_accountability|Intelligence|select_sub_us_china,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Darin LaHood,Illinois 16th,Illinois ,1716,R,1424 LHOB,(202) 225-6201,Intelligence|ways_and_means|select_sub_us_china,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mary Miller,Illinois 15th,Illinois ,1715,R,1740 LHOB,(202) 225-5271,agriculture|education_and_the_workforce,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Quigley,Illinois 5th,Illinois ,1705,D,2083 RHOB,(202) 225-4061,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delia Ramirez,Illinois 3rd,Illinois ,1703,D,1523 LHOB,(202) 225-5701,homeland_security|veterans_affairs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Janice Schakowsky,Illinois 9th,Illinois ,1709,D,2408 RHOB,(202) 225-2111,budget|energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bradley Schneider,Illinois 10th,Illinois ,1710,D,300 CHOB,(202) 225-4835,foreign_affairs|ways_and_means,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Sorensen,Illinois 17th,Illinois ,1717,D,1205 LHOB,(202) 225-5905,agriculture|science_space_and_technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lauren Underwood,Illinois 14th,Illinois ,1714,D,1410 LHOB,(202) 225-2976,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Baird,Indiana 4th,Indiana ,1804,R,2303 RHOB,(202) 225-5037,agriculture|foreign_affairs|science_space_and_technology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jim Banks,Indiana 3rd,Indiana ,1803,R,2418 RHOB,(202) 225-4436,armed_services|education_and_the_workforce|select_sub_us_china,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Larry Bucshon,Indiana 8th,Indiana ,1808,R,2313 RHOB,(202) 225-4636,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Carson,Indiana 7th,Indiana ,1807,D,2135 RHOB,(202) 225-4011,Intelligence|transportation_and_infrastructure|select_sub_us_china,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Erin Houchin,Indiana 9th,Indiana ,1809,R,1632 LHOB,(202) 225-5315,financial_services|education_and_the_workforce|Rules,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Frank Mrvan,Indiana 1st,Indiana ,1801,D,1607 LHOB,(202) 225-2461,education_and_the_workforce|veterans_affairs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Greg Pence,Indiana 6th,Indiana ,1806,R,404 CHOB,(202) 225-3021,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Spartz,Indiana 5th,Indiana ,1805,R,1609 LHOB,(202) 225-2276,judiciary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rudy Yakym,Indiana 2nd,Indiana ,1802,R,349 CHOB,(202) 225-3915,budget|transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Randy Feenstra,Iowa 4th,Iowa ,1904,R,1440 LHOB,(202) 225-4426,agriculture|ways_and_means,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Hinson,Iowa 2nd,Iowa ,1902,R,1717 LHOB,(202) 225-2911,appropriations|select_sub_us_china,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mariannette Miller-Meeks,Iowa 1st,Iowa ,1901,R,1034 LHOB,(202) 225-6576,energy_and_commerce|select_subcommittee_on_the_coronavirus_pandemic|veterans_affairs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Zachary Nunn,Iowa 3rd,Iowa ,1903,R,1232 LHOB,(202) 225-5476,agriculture|financial_services,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharice Davids,Kansas 3rd,Kansas ,2003,D,2435 RHOB,(202) 225-2865,agriculture|transportation_and_infrastructure|small_business,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Estes,Kansas 4th,Kansas ,2004,R,2234 RHOB,(202) 225-6216,budget|education_and_the_workforce|ways_and_means,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jake LaTurner,Kansas 2nd,Kansas ,2002,R,2441 RHOB,(202) 225-6601,appropriations|oversight_and_accountability,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracey Mann,Kansas 1st,Kansas ,2001,R,344 CHOB,(202) 225-2715,agriculture|transportation_and_infrastructure|small_business,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Barr,Kentucky 6th,Kentucky ,2106,R,2430 RHOB,(202) 225-4706,financial_services|foreign_affairs|select_sub_us_china,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
James Comer,Kentucky 1st,Kentucky ,2101,R,2410 RHOB,(202) 225-3115,education_and_the_workforce|oversight_and_accountability,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Guthrie,Kentucky 2nd,Kentucky ,2102,R,2434 RHOB,(202) 225-3501,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Massie,Kentucky 4th,Kentucky ,2104,R,2453 RHOB,(202) 225-3465,select_subcommittee_on_the_weaponization_of_the_fed_govt|judiciary|transportation_and_infrastructure|Rules,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Morgan McGarvey,Kentucky 3rd,Kentucky ,2103,D,1527 LHOB,(202) 225-5401,small_business|veterans_affairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Harold Rogers,Kentucky 5th,Kentucky ,2105,R,2406 RHOB,(202) 225-4601,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy Carter,Louisiana 2nd,Louisiana ,2202,D,442 CHOB,(202) 225-6636,homeland_security|transportation_and_infrastructure,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garret Graves,Louisiana 6th,Louisiana ,2206,R,2402 RHOB,(202) 225-3901,natural_resources|transportation_and_infrastructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Higgins,Louisiana 3rd,Louisiana ,2203,R,572 CHOB,(202) 225-2031,oversight_and_accountability|homeland_security,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Johnson,Louisiana 4th,Louisiana ,2204,R,568 CHOB,(202) 225-2777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia Letlow,Louisiana 5th,Louisiana ,2205,R,142 CHOB,(202) 225-8490,appropriations|education_and_the_workforce,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Scalise,Louisiana 1st,Louisiana ,2201,R,2049 RHOB,(202) 225-3015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Golden,Maine 2nd,Maine ,2302,D,1710 LHOB,(202) 225-6306,armed_services|small_business,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chellie Pingree,Maine 1st,Maine ,2301,D,2354 RHOB,(202) 225-6116,agriculture|appropriations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Harris,Maryland 1st,Maryland ,2401,R,1536 LHOB,(202) 225-5311,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steny Hoyer,Maryland 5th,Maryland ,2405,D,1705 LHOB,(202) 225-4131,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Ivey,Maryland 4th,Maryland ,2404,D,1529 LHOB,(202) 225-8699,homeland_security|judiciary|ethics,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kweisi Mfume,Maryland 7th,Maryland ,2407,D,2263 RHOB,(202) 225-4741,oversight_and_accountability|small_business|select_subcommittee_on_the_coronavirus_pandemic,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jamie Raskin,Maryland 8th,Maryland ,2408,D,2242 RHOB,(202) 225-5341,oversight_and_accountability,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C. Ruppersberger,Maryland 2nd,Maryland ,2402,D,2206 RHOB,(202) 225-3061,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Sarbanes,Maryland 3rd,Maryland ,2403,D,2370 RHOB,(202) 225-4016,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Trone,Maryland 6th,Maryland ,2406,D,2404 RHOB,(202) 225-2721,appropriations|budget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jake Auchincloss,Massachusetts 4th,Massachusetts ,2504,D,1524 LHOB,(202) 225-5931,transportation_and_infrastructure|select_sub_us_china,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Katherine Clark,Massachusetts 5th,Massachusetts ,2505,D,2368 RHOB,(202) 225-2836,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Keating,Massachusetts 9th,Massachusetts ,2509,D,2351 RHOB,(202) 225-3111,armed_services|foreign_affairs,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Lynch,Massachusetts 8th,Massachusetts ,2508,D,2109 RHOB,(202) 225-8273,financial_services|select_subcommittee_on_the_weaponization_of_the_fed_govt|oversight_and_accountability,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
James McGovern,Massachusetts 2nd,Massachusetts ,2502,D,370 CHOB,(202) 225-6101,agriculture|Rules,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Seth Moulton,Massachusetts 6th,Massachusetts ,2506,D,1126 LHOB,(202) 225-8020,armed_services|transportation_and_infrastructure|select_sub_us_china,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Richard Neal,Massachusetts 1st,Massachusetts ,2501,D,372 CHOB,(202) 225-5601,joint_committee_on_taxation|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ayanna Pressley,Massachusetts 7th,Massachusetts ,2507,D,402 CHOB,(202) 225-5111,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lori Trahan,Massachusetts 3rd,Massachusetts ,2503,D,2439 RHOB,(202) 225-3411,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Bergman,Michigan 1st,Michigan ,2601,R,566 CHOB,(202) 225-4735,armed_services|budget|veterans_affairs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Debbie Dingell,Michigan 6th,Michigan ,2606,D,102 CHOB,(202) 225-4071,energy_and_commerce|natural_resources|select_subcommittee_on_the_coronavirus_pandemic,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bill Huizenga,Michigan 4th,Michigan ,2604,R,2232 RHOB,(202) 225-4401,financial_services|foreign_affairs,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John James,Michigan 10th,Michigan ,2610,R,1319 LHOB,(202) 225-4961,education_and_the_workforce|foreign_affairs|transportation_and_infrastructure,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Kildee,Michigan 8th,Michigan ,2608,D,200 CHOB,(202) 225-3611,budget|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lisa McClain,Michigan 9th,Michigan ,2609,R,444 CHOB,(202) 225-2106,armed_services|budget|education_and_the_workforce|oversight_and_accountability,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
John Moolenaar,Michigan 2nd,Michigan ,2602,R,246 CHOB,(202) 225-3561,appropriations|select_sub_us_china,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hillary Scholten,Michigan 3rd,Michigan ,2603,D,1317 LHOB,(202) 225-3831,transportation_and_infrastructure|small_business,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elissa Slotkin,Michigan 7th,Michigan ,2607,D,2245 RHOB,(202) 225-4872,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haley Stevens,Michigan 11th,Michigan ,2611,D,2411 RHOB,(202) 225-8171,education_and_the_workforce|science_space_and_technology|select_sub_us_china,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Shri Thanedar,Michigan 13th,Michigan ,2613,D,1039 LHOB,(202) 225-5802,homeland_security|small_business,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rashida Tlaib,Michigan 12th,Michigan ,2612,D,2438 RHOB,(202) 225-5126,financial_services|oversight_and_accountability,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Walberg,Michigan 5th,Michigan ,2605,R,2266 RHOB,(202) 225-6276,education_and_the_workforce|energy_and_commerce,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angie Craig,Minnesota 2nd,Minnesota ,2702,D,2442 RHOB,(202) 225-2271,agriculture|energy_and_commerce,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Emmer,Minnesota 6th,Minnesota ,2706,R,464 CHOB,(202) 225-2331,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Finstad,Minnesota 1st,Minnesota ,2701,R,1605 LHOB,(202) 225-2472,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Fischbach,Minnesota 7th,Minnesota ,2707,R,1004 LHOB,(202) 225-2165,budget|Rules|ethics|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Betty McCollum,Minnesota 4th,Minnesota ,2704,D,2426 RHOB,(202) 225-6631,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilhan Omar,Minnesota 5th,Minnesota ,2705,D,1730 LHOB,(202) 225-4755,budget|education_and_the_workforce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dean Phillips,Minnesota 3rd,Minnesota ,2703,D,2452 RHOB,(202) 225-2871,foreign_affairs|small_business,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pete Stauber,Minnesota 8th,Minnesota ,2708,R,145 CHOB,(202) 225-6211,natural_resources|transportation_and_infrastructure|small_business,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Ezell,Mississippi 4th,Mississippi ,2804,R,443 CHOB,(202) 225-5772,homeland_security|transportation_and_infrastructure,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Guest,Mississippi 3rd,Mississippi ,2803,R,450 CHOB,(202) 225-5031,appropriations|homeland_security|ethics,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trent Kelly,Mississippi 1st,Mississippi ,2801,R,2243 RHOB,(202) 225-4306,agriculture|armed_services|Intelligence,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bennie Thompson,Mississippi 2nd,Mississippi ,2802,D,2466 RHOB,(202) 225-5876,homeland_security,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Alford,Missouri 4th,Missouri ,2904,R,1516 LHOB,(202) 225-2876,agriculture|armed_services|small_business,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Burlison,Missouri 7th,Missouri ,2907,R,1108 LHOB,(202) 225-6536,education_and_the_workforce|oversight_and_accountability|transportation_and_infrastructure,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cori Bush,Missouri 1st,Missouri ,2901,D,2463 RHOB,(202) 225-2406,oversight_and_accountability|judiciary,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Emanuel Cleaver,Missouri 5th,Missouri ,2905,D,2217 RHOB,(202) 225-4535,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Graves,Missouri 6th,Missouri ,2906,R,1135 LHOB,(202) 225-7041,armed_services|transportation_and_infrastructure,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine Luetkemeyer,Missouri 3rd,Missouri ,2903,R,2230 RHOB,(202) 225-2956,financial_services|small_business|select_sub_us_china,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Jason Smith,Missouri 8th,Missouri ,2908,R,1011 LHOB,(202) 225-4404,joint_committee_on_taxation|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ann Wagner,Missouri 2nd,Missouri ,2902,R,2350 RHOB,(202) 225-1621,financial_services|foreign_affairs,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Rosendale,Montana 2nd,Montana ,3002,R,1023 LHOB,(202) 225-3211,natural_resources|veterans_affairs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ryan Zinke,Montana 1st,Montana ,3001,R,512 CHOB,(202) 225-5628,appropriations|science_space_and_technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don Bacon,Nebraska 2nd,Nebraska ,3102,R,2104 RHOB,(202) 225-4155,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Flood,Nebraska 1st,Nebraska ,3101,R,343 CHOB,(202) 225-4806,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Smith,Nebraska 3rd,Nebraska ,3103,R,502 CHOB,(202) 225-6435,joint_committee_on_taxation|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mark Amodei,Nevada 2nd,Nevada ,3202,R,104 CHOB,(202) 225-6155,appropriations|joint_library,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Steven Horsford,Nevada 4th,Nevada ,3204,D,406 CHOB,(202) 225-9894,armed_services|financial_services,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susie Lee,Nevada 3rd,Nevada ,3203,D,365 CHOB,(202) 225-3252,appropriations|natural_resources,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dina Titus,Nevada 1st,Nevada ,3201,D,2464 RHOB,(202) 225-5965,foreign_affairs|homeland_security|transportation_and_infrastructure,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ann Kuster,New Hampshire 2nd,New Hampshire ,3302,D,2201 RHOB,(202) 225-5206,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Pappas,New Hampshire 1st,New Hampshire ,3301,D,452 CHOB,(202) 225-5456,transportation_and_infrastructure|small_business|veterans_affairs,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Josh Gottheimer,New Jersey 5th,New Jersey ,3405,D,203 CHOB,(202) 225-4465,financial_services|Intelligence,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thomas Kean,New Jersey 7th,New Jersey ,3407,R,251 CHOB,(202) 225-5361,foreign_affairs|transportation_and_infrastructure|science_space_and_technology,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Andy Kim,New Jersey 3rd,New Jersey ,3403,D,2444 RHOB,(202) 225-4765,armed_services|foreign_affairs|select_sub_us_china,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
