GEOID20,CD118FP,h_rep_name,h_district_pretty,h_state,h_party,h_office,h_phone,h_all_committees,h_appropriations,h_agriculture,h_oversight_and_accountability,h_armed_services,h_natural_resources,h_foreign_affairs,h_homeland_security,h_education_and_the_workforce,h_energy_and_commerce,h_ways_and_means,h_financial_services,h_transportation_and_infrastructure,h_small_business,h_judiciary,h_budget,h_select_subcommittee_on_the_weaponization_of_the_fed_govt,h_joint_committee_on_taxation,h_house_administration,h_Intelligence,h_select_subcommittee_on_the_coronavirus_pandemic,h_science_space_and_technology,h_veterans_affairs,h_select_sub_us_china,h_ethics,h_Rules,h_joint_library,contract_actions,unique_awards,unique_companies,unique_addresses,unique_agencies,total_obligation,mean_obligation,median_obligation,max_obligation,min_obligation,std_obligation,largest_recipient,largest_agency,total_money_millions,money_per_company,money_per_company_millions,money_per_award,contracts_per_company
1214,14,Kathy Castor,Florida 14th,Florida ,D,2052 RHOB,(202) 225-3376,energy_and_commerce|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11719,6702,507,578,38,4953459824.71,422686.22106920386,1335.31,431007300.0,-54048483.0,7143399.12066461,GLOBAL MILITARY PRODUCTS INC,Department of Defense,4953.46,9770137.721321499,9.77,739101.734513578,23.11439842209073
1215,15,Laurel Lee,Florida 15th,Florida ,R,1118 LHOB,(202) 225-5626,house_administration|homeland_security|judiciary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6983,4846,208,234,30,856530803.4,122659.43053129027,13713.28,54809606.29,-5066750.97,968789.5607747248,TRU SIMULATION + TRAINING INC.,Department of Defense,856.53,4117936.5548076923,4.12,176750.06260833677,33.57211538461539
1216,16,Vern Buchanan,Florida 16th,Florida ,R,2110 RHOB,(202) 225-5015,joint_committee_on_taxation|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4914,3418,193,202,22,204069361.48000002,41528.15658933659,692.0799999999999,19964957.19,-4487664.75,384335.73072300805,R CUBED ENGINEERING LLC,Department of Defense,204.07,1057354.2045595855,1.06,59704.31874780574,25.46113989637306
1217,17,W. Steube,Florida 17th,Florida ,R,2457 RHOB,(202) 225-5792,select_subcommittee_on_the_weaponization_of_the_fed_govt|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4426,3283,174,199,23,360988662.63,81560.92693854496,2461.5,22500000.0,-22500000.0,813227.867610022,ISS ACTION INC,Department of Homeland Security,360.99,2074647.4863793103,2.07,109956.94871459031,25.436781609195403
1218,18,Scott Franklin,Florida 18th,Florida ,R,249 CHOB,(202) 225-1252,appropriations|science_space_and_technology|veterans_affairs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2736,2062,97,106,20,151687002.88,55441.15602339181,1956.4099999999999,31721760.0,-641351.81,686346.6412958034,FLORIDA BEEF INC,Department of Agriculture,151.69,1563783.5348453608,1.56,73563.04698351116,28.20618556701031
1219,19,Byron Donalds,Florida 19th,Florida ,R,1719 LHOB,(202) 225-2536,financial_services|oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114892,113418,193,231,24,687551568.06,5984.329353305713,837.2,59340484.12,-2479076.74,180266.75568248544,WESTERN GLOBAL AIRLINES INC,Department of Defense,687.55,3562443.357823834,3.56,6062.102735544622,595.2953367875648
1220,20,Sheila Cherfilus-McCormick,Florida 20th,Florida ,D,242 CHOB,(202) 225-1313,foreign_affairs|veterans_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19951,14935,288,341,25,718366513.21,36006.54168763471,1468.48,35560640.0,-2630743.07,543263.9657983546,"POINT BLANK ENTERPRISES, INC",Department of Defense,718.37,2494328.170868056,2.49,48099.53218680951,69.27430555555556
1221,21,Brian Mast,Florida 21st,Florida ,R,2182 RHOB,(202) 225-3026,foreign_affairs|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16115,13364,238,240,44,1033512423.02,64133.56643003413,560.0,38257988.46,-6253021.0,579360.8137230795,"DOCUMENT STORAGE SYSTEMS, INC.",Department of Veterans Affairs,1033.51,4342489.172352941,4.34,77335.55993864112,67.71008403361344
1222,22,Lois Frankel,Florida 22nd,Florida ,D,2305 RHOB,(202) 225-9890,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37511,33947,172,197,31,362544541.17,9665.019358854737,331.52,14974540.6,-3724845.8,162106.8535455944,EASTMAN AGGREGATE ENTERPRISES LLC,Department of Defense,362.54,2107817.0998255815,2.11,10679.722543081863,218.0872093023256
1223,23,Jared Moskowitz,Florida 23rd,Florida ,D,1130 LHOB,(202) 225-3001,foreign_affairs|oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17752,11209,392,439,31,2358184394.54,132840.4909046868,1928.06,47118585.0,-33976760.58,1243173.4563667406,ASHBRITT INC,Department of Defense,2358.18,6015776.5166836735,6.02,210383.1202194665,45.285714285714285
1224,24,Frederica Wilson,Florida 24th,Florida ,D,2080 RHOB,(202) 225-4506,education_and_the_workforce|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382,2287,194,207,19,203668244.33,60221.24314902425,1122.805,7957500.0,-390720.0,396134.8796421969,AVIDITY GLOBAL LLC,Department of State,203.67,1049836.3109793814,1.05,89054.7635898557,17.432989690721648
1225,25,Debbie Wasserman Schultz,Florida 25th,Florida ,D,270 CHOB,(202) 225-7931,appropriations|select_subcommittee_on_the_weaponization_of_the_fed_govt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12387,7882,301,355,26,443923758.16,35837.87504319044,1350.0,11400000.0,-26073235.65,454812.0916001727,NATIONAL MARITIME SERVICES INC,Department of Justice,443.92,1474829.7613289037,1.47,56321.20758183202,41.15282392026578
1226,26,Mario Diaz-Balart,Florida 26th,Florida ,R,374 CHOB,(202) 225-4211,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43920,40356,284,333,22,689938588.69,15708.98425979053,775.22,19993267.0,-3664344.0,212683.32581234447,WAYPOINT CONTRACTING INC,Department of Defense,689.94,2429361.22778169,2.43,17096.30757978987,154.64788732394365
1227,27,Maria Salazar,Florida 27th,Florida ,R,2162 RHOB,(202) 225-3931,foreign_affairs|small_business,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12569,9121,271,321,34,490576175.48,39030.644878669744,2022.54,26574000.0,-3091000.0,476094.46816924727,"XTEC, INCORPORATED",General Services Administration,490.58,1810244.1899630998,1.81,53785.349794978625,46.38007380073801
1228,28,Carlos Gimenez,Florida 28th,Florida ,R,448 CHOB,(202) 225-2778,armed_services|homeland_security|select_sub_us_china,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8495,6514,186,199,18,500968984.38,58972.217113596234,5486.0,28795517.0,-4977294.28,524742.347513798,SQUARE ONE ARMORING SERVICES CO,Department of State,500.97,2693381.6364516127,2.69,76906.50665950261,45.67204301075269
1301,01,Earl Carter,Georgia 1st,Georgia ,R,2432 RHOB,(202) 225-5831,budget|energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20057,17483,245,282,19,1300780525.37,64854.19182180784,674.22,105900000.0,-105900000.0,1512846.4648352196,GULFSTREAM AEROSPACE CORPORATION,Department of Commerce,1300.78,5309308.266816326,5.31,74402.5925396099,81.86530612244898
1302,02,Sanford Bishop,Georgia 2nd,Georgia ,D,2407 RHOB,(202) 225-3631,agriculture|appropriations,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89579,78272,234,256,17,949703298.33,10601.851977918932,65.4,49021451.0,-4064988.0,345328.5432989167,"TEPA CONSTRUCTION SOLUTIONS, LLC",Department of Defense,949.7,4058561.103974359,4.06,12133.372065745094,382.8162393162393
1303,03,A. Ferguson,Georgia 3rd,Georgia ,R,2239 RHOB,(202) 225-5901,budget|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081,1016,181,218,15,346536410.05,166523.98368572802,170.4,72127750.0,-6698104.0,1742434.8318481399,"BCSS, LLC",Department of Defense,346.54,1914565.8013812155,1.91,341079.14375,11.497237569060774
1304,04,Henry Johnson,Georgia 4th,Georgia ,D,2240 RHOB,(202) 225-1605,judiciary|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18296,9162,329,377,46,1273479858.76,69604.27736991692,316.08,24627655.03,-7394152.0,649394.4453711603,KARNA LLC,Department of Health and Human Services,1273.48,3870759.449118541,3.87,138995.83701811833,55.610942249240125
1305,05,Nikema Williams,Georgia 5th,Georgia ,D,1406 LHOB,(202) 225-3801,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112985,106970,553,639,52,3339564791.87,29557.59429897774,519.76,117498432.42,-7391160.21,661384.6053772984,WUNDERMAN THOMPSON LLC,Department of Defense,3339.56,6038996.006998192,6.04,31219.63907516126,204.3128390596745
1306,06,Richard McCormick,Georgia 6th,Georgia ,R,1213 LHOB,(202) 225-4272,armed_services|foreign_affairs|science_space_and_technology|select_subcommittee_on_the_coronavirus_pandemic,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21331,14703,361,419,39,685590180.1,32140.55506539778,322.68,10750000.0,-2975115.0,281332.08185745584,"COMPASS TECHNOLOGY GROUP, INC.",Department of Defense,685.59,1899141.773130194,1.9,46629.27158403047,59.08864265927978
1307,07,Lucy McBath,Georgia 7th,Georgia ,D,2246 RHOB,(202) 225-4501,education_and_the_workforce|judiciary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12738,6837,310,354,36,1410545627.6,110735.25102841889,127.71,95267062.59,-10000000.0,1363756.8140082369,"DAWSON'S REALTY & MORTGAGES, INC.",Department of Agriculture,1410.55,4550147.185806451,4.55,206310.60810296913,41.090322580645164
1308,08,Austin Scott,Georgia 8th,Georgia ,R,2185 RHOB,(202) 225-6531,agriculture|armed_services|Intelligence,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14506,13313,168,185,16,713313995.07,49173.720878946646,5052.81,45377572.0,-9774403.0,533113.5738131119,ROUNDHOUSE PBN - TEPA EC 2 JOINT VENTURE,Department of Defense,713.31,4245916.637321429,4.25,53580.25952602719,86.3452380952381
1309,09,Andrew Clyde,Georgia 9th,Georgia ,R,445 CHOB,(202) 225-9893,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50275,43372,211,244,26,464640907.25,9241.987215315763,70.36,9162298.55,-1175364.72,133685.2161438985,EXCALIBUR ASSOCIATES INC,Department of Agriculture,464.64,2202089.607819905,2.2,10712.923251175875,238.27014218009478
1310,10,Mike Collins,Georgia 10th,Georgia ,R,1223 LHOB,(202) 225-4101,natural_resources|transportation_and_infrastructure|science_space_and_technology,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4043,3085,164,187,23,447539777.57,110694.97342814741,990.63,23914950.0,-5000000.0,820093.7590961087,"MLU SERVICES, LLC",Department of Homeland Security,447.54,2728901.082743902,2.73,145069.61995786062,24.652439024390244
1311,11,Barry Loudermilk,Georgia 11th,Georgia ,R,2133 RHOB,(202) 225-2931,financial_services|house_administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530,5318,337,426,41,5477970926.63,520225.15922412154,433.6,969280761.0,-9732200.17,13245456.49782195,LOCKHEED MARTIN CORP,Department of Defense,5477.97,16255106.607210683,16.26,1030081.0317092892,31.246290801186944
1312,12,Rick Allen,Georgia 12th,Georgia ,R,462 CHOB,(202) 225-2823,education_and_the_workforce|energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7554,5928,184,199,18,1122633359.0,148614.42401376754,1760.0,40815372.0,-37334332.76,1513264.0959544766,"ACC CONSTRUCTION CO., INC.",Department of Defense,1122.63,6101268.255434782,6.1,189378.09699730095,41.05434782608695
1313,13,David Scott,Georgia 13th,Georgia ,D,468 CHOB,(202) 225-2939,agriculture|financial_services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2582,1526,193,208,24,175269517.6,67881.30038729667,726.775,8771397.0,-1367865.0,365635.29211099766,"PARTWORKS, LLC",Department of Defense,175.27,908132.2155440414,0.91,114855.51612057666,13.378238341968911
1314,14,Marjorie Greene,Georgia 14th,Georgia ,R,403 CHOB,(202) 225-5211,oversight_and_accountability|homeland_security|select_subcommittee_on_the_coronavirus_pandemic,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5559,4972,96,104,20,63511954.410000004,11425.068251484081,238.0,50634521.0,-50634521.0,966816.9851938552,"SHOWA BEST GLOVE, INC.",Department of Health and Human Services,63.51,661582.8584375001,0.66,12773.92486122285,57.90625
1501,01,Ed Case,Hawaii 1st,Hawaii ,D,2210 RHOB,(202) 225-2726,appropriations|natural_resources,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42695,36328,676,752,23,5551612980.85,130029.58146972714,521.59,463000000.0,-5765763.2,3796613.5105313035,DRAGADOS/HAWAIIAN DREDGING/ORION JV,Department of Defense,5551.61,8212445.237943787,8.21,152819.11971069148,63.15828402366864
1502,02,Jill Tokuda,Hawaii 2nd,Hawaii ,D,1005 LHOB,(202) 225-4906,agriculture|armed_services|select_subcommittee_on_the_coronavirus_pandemic,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11093,9199,353,383,20,1112696882.42,100306.2185540431,646.74,158669512.83,-4438653.78,1721588.5065682118,HUI HULIAU TECHNOLOGY SERVICES LLC,Department of Defense,1112.7,3152115.8142209635,3.15,120958.46096532233,31.424929178470254
1601,01,Russ Fulcher,Idaho 1st,Idaho ,R,1514 LHOB,(202) 225-6611,energy_and_commerce|natural_resources,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10407,6878,677,751,22,765462641.98,73552.67050831171,3900.0,21600000.0,-21600000.0,602030.1004254854,SUNSHINE MINTING INC,Department of the Treasury,765.46,1130668.599675037,1.13,111291.45710671708,15.372230428360414
1602,02,Michael Simpson,Idaho 2nd,Idaho ,R,2084 RHOB,(202) 225-5531,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26960,22649,705,773,26,1681735876.99,62378.92718805638,319.855,118189512.75,-6515465.28,1129739.0042081117,"H-K CONTRACTORS, INC.",Department of Transportation,1681.74,2385440.9602695038,2.39,74252.1028297055,38.241134751773046
1701,01,Jonathan Jackson,Illinois 1st,Illinois ,D,1641 LHOB,(202) 225-4372,agriculture|foreign_affairs,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198,5087,134,148,24,3426617208.0299997,552858.5363068732,209.6,756591030.15,-1649771.0,11194495.130151376,"FERMI FORWARD DISCOVERY GROUP, LLC",Department of Energy,3426.62,25571770.209179103,25.57,673602.7536917633,46.25373134328358
1702,02,Robin Kelly,Illinois 2nd,Illinois ,D,2329 RHOB,(202) 225-0773,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174667,174069,115,127,17,254770562.22,1458.6073054440735,369.39,6950792.67,-24656388.37,75963.56983303268,INCOBRASA INDUSTRIES LTD,Department of Agriculture,254.77,2215396.193217391,2.22,1463.6182331144546,1518.8434782608695
1703,03,Delia Ramirez,Illinois 3rd,Illinois ,D,1523 LHOB,(202) 225-5701,homeland_security|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14926,13029,149,170,28,455879141.51,30542.619691142972,365.5,27544000.0,-1248296.68,347055.1666428343,MISTICA FOODS LLC,Department of Agriculture,455.88,3059591.5537583893,3.06,34989.57260802825,100.1744966442953
1704,04,Jesus Garcia,Illinois 4th,Illinois ,D,1519 LHOB,(202) 225-8203,transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569,913,108,120,25,303756778.83,193598.966749522,2377.14,16455150.89,-6704000.0,977487.2665376703,"CHERRY MEAT PACKERS, INC",Department of Agriculture,303.76,2812562.7669444443,2.81,332701.8388061336,14.527777777777779
1705,05,Mike Quigley,Illinois 5th,Illinois ,D,2083 RHOB,(202) 225-4061,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4216,2166,195,218,31,2206688771.12,523408.1525426945,0.0,161023553.0,-25232928.0,6130786.512079111,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,2206.69,11316352.672410255,11.32,1018785.21289012,21.620512820512822
1706,06,Sean Casten,Illinois 6th,Illinois ,D,2440 RHOB,(202) 225-4561,financial_services|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8035,5645,220,240,29,733827704.9,91328.89917859365,1475.0,246630000.0,-246630000.0,3960139.800876273,"PERNIX INTERNATIONAL, LLC",Department of State,733.83,3335580.4768181816,3.34,129996.05046944198,36.52272727272727
1707,07,Danny Davis,Illinois 7th,Illinois ,D,2159 RHOB,(202) 225-5006,ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14201,7514,537,608,48,7239576493.41,509793.4295760862,5637.72,200493000.0,-102356800.0,4491946.8509610295,"WALSH CONSTRUCTION COMPANY II, LLC",Department of Veterans Affairs,7239.58,13481520.47189944,13.48,963478.3728253926,26.445065176908752
1708,08,Raja Krishnamoorthi,Illinois 8th,Illinois ,D,2367 RHOB,(202) 225-3711,oversight_and_accountability|Intelligence|select_sub_us_china,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20647,16651,318,357,31,4142529939.51,200635.92480796244,6118.22,108237849.05,-14950669.9,1770344.957703125,W S DARLEY & CO,Department of Defense,4142.53,13026823.709150944,13.03,248785.65488619305,64.92767295597484
1709,09,Janice Schakowsky,Illinois 9th,Illinois ,D,2408 RHOB,(202) 225-2111,budget|energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84613,81957,173,198,30,1373133056.69,16228.393470152341,348.5,77115421.25,-42395524.82,458840.99880377116,"KAY AND ASSOCIATES, INC.",Department of Defense,1373.13,7937185.298786128,7.94,16754.310878753495,489.09248554913296
1710,10,Bradley Schneider,Illinois 10th,Illinois ,D,300 CHOB,(202) 225-4835,foreign_affairs|ways_and_means,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968418,953904,265,301,43,4149066587.58,4284.375742272448,230.0,83600000.0,-27000000.0,207182.7098094986,WALGREEN CO.,Department of Health and Human Services,4149.07,15656855.047471698,15.66,4349.56409405978,3654.407547169811
1711,11,Bill Foster,Illinois 11th,Illinois ,D,2366 RHOB,(202) 225-3515,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3787,2454,194,235,26,1889642625.66,498981.41686295223,390.0,327700168.0,-751516720.56,15189387.79022852,"FERMI RESEARCH ALLIANCE, LLC",Department of Energy,1889.64,9740425.905463917,9.74,770025.5198288509,19.52061855670103
1712,12,Mike Bost,Illinois 12th,Illinois ,R,352 CHOB,(202) 225-5661,agriculture|transportation_and_infrastructure|veterans_affairs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2329,1384,192,211,16,864619980.7,371240.8676255904,529.65,148328709.0,-14896351.58,4370059.362628043,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",Department of Defense,864.62,4503229.066145834,4.5,624725.4195809249,12.130208333333334
1713,13,Nikki Budzinski,Illinois 13th,Illinois ,D,1009 LHOB,(202) 225-2371,agriculture|veterans_affairs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4227,2868,224,254,30,413495824.68,97822.5277217885,1098.53,11335239.0,-2679120.0,443308.52127461554,BELLEVILLE SHOE MANUFACTURING COMPANY,Department of Defense,413.5,1845963.5030357144,1.85,144175.67108786613,18.870535714285715
1714,14,Lauren Underwood,Illinois 14th,Illinois ,D,1410 LHOB,(202) 225-2976,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60199,56485,112,116,18,162860539.61,2705.3695179321917,142.0,3530937.6,-3435792.0,55927.61398509208,DAE SUNG LLC,General Services Administration,162.86,1454111.9608035716,1.45,2883.252892095247,537.4910714285714
1715,15,Mary Miller,Illinois 15th,Illinois ,R,1740 LHOB,(202) 225-5271,agriculture|education_and_the_workforce,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683,1198,147,152,15,78891884.38,46875.74829471182,119.62,8272467.0,-234306.0,341442.0930745052,KORTE -RIVER CITY JV,Department of Defense,78.89,536679.4855782313,0.54,65852.99196994992,11.448979591836734
